Target PDB,URL,Cluster ID,Cluster Ranking,HADDOCK score,Cluster size,RMSD from the overall lowest-energy structure,Van der Waals energy,Electrostatic energy,Desolvation energy,Restraints violation energy,Buried Surface Area,Z-Score,HADDOCK Result PDB Filename
MyoHead_60_T116G_G99Q,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386490-MyoHead_60_T116G_G99Q,2,4,-74.4 +/- 2.9,31,8.8 +/- 0.1,-66.6 +/- 3.9,-195.7 +/- 18.0,11.7 +/- 3.2,197.1 +/- 40.8,1825.3 +/- 50.8,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99Q_cluster4.pdb
MyoHead_60_T116G_G99Q,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386490-MyoHead_60_T116G_G99Q,9,5,-68.4 +/- 5.6,5,8.1 +/- 0.2,-64.4 +/- 4.7,-148.0 +/- 14.3,12.8 +/- 2.0,128.0 +/- 28.2,1747.3 +/- 129.5,0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99Q_cluster5.pdb
MyoHead_60_L107T_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386493-MyoHead_60_L107T_S121E,3,0,-95.5 +/- 7.1,22,2.7 +/- 0.7,-77.3 +/- 5.9,-206.9 +/- 32.0,4.5 +/- 4.3,187.1 +/- 47.4,2062.2 +/- 91.3,-1.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_S121E_cluster0.pdb
MyoHead_60_L107T_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386493-MyoHead_60_L107T_S121E,5,1,-89.2 +/- 1.2,21,6.6 +/- 0.1,-86.8 +/- 6.0,-157.9 +/- 29.2,14.4 +/- 1.7,148.5 +/- 11.4,1979.4 +/- 50.3,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_S121E_cluster1.pdb
MyoHead_60_L107T_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386493-MyoHead_60_L107T_S121E,2,2,-85.2 +/- 6.0,22,4.6 +/- 0.2,-69.1 +/- 5.8,-238.2 +/- 43.0,15.7 +/- 5.3,158.3 +/- 43.3,1970.6 +/- 34.6,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_S121E_cluster2.pdb
MyoHead_60_L107T_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386493-MyoHead_60_L107T_S121E,12,3,-82.3 +/- 8.9,4,6.9 +/- 0.1,-83.8 +/- 2.7,-133.1 +/- 23.7,11.2 +/- 3.3,169.4 +/- 26.8,2166.7 +/- 41.9,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_S121E_cluster3.pdb
MyoHead_60_L107T_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386493-MyoHead_60_L107T_S121E,7,4,-77.3 +/- 3.6,14,8.9 +/- 0.2,-73.8 +/- 3.1,-172.5 +/- 28.1,8.1 +/- 5.1,228.0 +/- 60.4,2001.6 +/- 16.5,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_S121E_cluster4.pdb
MyoHead_60_L107T_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386493-MyoHead_60_L107T_S121E,6,5,-77.0 +/- 4.6,20,8.5 +/- 0.0,-79.2 +/- 3.8,-179.1 +/- 12.6,11.8 +/- 2.5,262.6 +/- 35.6,1839.4 +/- 70.0,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_S121E_cluster5.pdb
MyoHead_60_T116G_G99Q,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386494-MyoHead_60_T116G_G99Q,1,0,-89.9 +/- 0.9,97,8.8 +/- 0.1,-82.6 +/- 2.3,-182.7 +/- 30.2,13.9 +/- 2.4,153.2 +/- 41.4,2000.7 +/- 43.0,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99Q_cluster0.pdb
MyoHead_60_T116G_G99Q,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386494-MyoHead_60_T116G_G99Q,2,1,-86.9 +/- 4.2,35,7.7 +/- 0.1,-89.9 +/- 3.9,-172.3 +/- 24.1,19.4 +/- 2.0,180.8 +/- 27.1,2147.7 +/- 84.9,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99Q_cluster1.pdb
MyoHead_60_T116G_G99Q,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386494-MyoHead_60_T116G_G99Q,6,2,-67.5 +/- 7.0,6,9.6 +/- 0.1,-71.1 +/- 5.8,-100.7 +/- 33.5,4.8 +/- 2.5,189.6 +/- 22.7,1808.3 +/- 77.0,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99Q_cluster2.pdb
MyoHead_60_T116G_G99Q,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386494-MyoHead_60_T116G_G99Q,5,3,-66.8 +/- 6.9,7,5.3 +/- 0.6,-65.8 +/- 4.1,-133.5 +/- 26.4,11.0 +/- 2.8,147.7 +/- 44.1,1850.8 +/- 34.1,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99Q_cluster3.pdb
MyoHead_60_T116G_G99Q,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386494-MyoHead_60_T116G_G99Q,3,4,-65.7 +/- 3.1,21,8.6 +/- 0.2,-67.1 +/- 7.4,-167.5 +/- 36.3,14.4 +/- 4.3,205.2 +/- 21.5,1771.5 +/- 23.6,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99Q_cluster4.pdb
MyoHead_60_T116G_G99Q,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386494-MyoHead_60_T116G_G99Q,4,5,-55.8 +/- 1.2,7,4.3 +/- 0.7,-63.6 +/- 7.2,-122.0 +/- 43.2,11.3 +/- 1.6,209.4 +/- 44.1,1811.3 +/- 54.2,1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_G99Q_cluster5.pdb
MyoHead_60_T116G_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386495-MyoHead_60_T116G_V117Y,3,0,-93.9 +/- 4.6,22,0.6 +/- 0.4,-88.1 +/- 5.9,-168.0 +/- 15.2,6.4 +/- 4.4,214.1 +/- 61.5,2199.5 +/- 112.2,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_V117Y_cluster0.pdb
MyoHead_60_T116G_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386495-MyoHead_60_T116G_V117Y,7,1,-88.8 +/- 5.0,12,8.5 +/- 0.0,-84.4 +/- 3.3,-223.1 +/- 22.9,15.8 +/- 2.5,244.8 +/- 33.7,1915.1 +/- 34.6,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_V117Y_cluster1.pdb
MyoHead_60_T116G_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386495-MyoHead_60_T116G_V117Y,5,2,-85.3 +/- 1.4,15,6.1 +/- 0.2,-80.2 +/- 3.3,-195.5 +/- 35.1,18.3 +/- 2.7,157.1 +/- 24.1,1945.9 +/- 30.9,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_V117Y_cluster2.pdb
MyoHead_60_T116G_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386495-MyoHead_60_T116G_V117Y,2,3,-82.6 +/- 6.5,24,9.8 +/- 0.1,-72.0 +/- 1.5,-206.7 +/- 12.5,8.8 +/- 2.6,219.2 +/- 24.3,1816.7 +/- 59.1,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_V117Y_cluster3.pdb
MyoHead_60_T116G_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386495-MyoHead_60_T116G_V117Y,4,4,-79.9 +/- 3.4,20,7.3 +/- 0.2,-81.1 +/- 5.0,-157.6 +/- 20.0,12.5 +/- 3.2,203.1 +/- 6.5,1994.8 +/- 67.3,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_V117Y_cluster4.pdb
MyoHead_60_T116G_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386495-MyoHead_60_T116G_V117Y,11,5,-71.9 +/- 17.6,5,5.5 +/- 0.5,-72.0 +/- 9.8,-185.8 +/- 56.9,17.9 +/- 6.1,192.6 +/- 51.9,1767.1 +/- 57.4,0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_V117Y_cluster5.pdb
MyoHead_60_T116G_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386496-MyoHead_60_T116G_None,1,0,-110.8 +/- 2.3,112,0.3 +/- 0.2,-100.8 +/- 4.7,-241.2 +/- 38.2,19.4 +/- 4.4,188.3 +/- 33.1,2189.5 +/- 37.2,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_None_cluster0.pdb
MyoHead_60_T116G_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386496-MyoHead_60_T116G_None,4,1,-101.9 +/- 2.9,8,3.1 +/- 0.1,-94.0 +/- 1.5,-241.7 +/- 19.1,16.0 +/- 0.9,243.8 +/- 26.0,2248.9 +/- 35.8,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_None_cluster1.pdb
MyoHead_60_T116G_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386496-MyoHead_60_T116G_None,2,2,-92.3 +/- 6.6,22,7.5 +/- 0.4,-79.4 +/- 1.1,-256.0 +/- 34.4,19.2 +/- 1.6,191.6 +/- 20.6,2030.8 +/- 56.5,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_None_cluster2.pdb
MyoHead_60_T116G_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386496-MyoHead_60_T116G_None,3,3,-87.0 +/- 5.3,12,8.5 +/- 0.1,-76.5 +/- 5.2,-250.1 +/- 25.2,19.7 +/- 1.5,198.4 +/- 46.2,2122.0 +/- 104.6,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_None_cluster3.pdb
MyoHead_60_T116G_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386496-MyoHead_60_T116G_None,6,4,-74.2 +/- 5.2,5,4.5 +/- 0.2,-76.6 +/- 8.2,-222.6 +/- 24.9,22.8 +/- 2.9,241.7 +/- 47.0,1829.9 +/- 70.4,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_None_cluster4.pdb
MyoHead_60_T116G_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386496-MyoHead_60_T116G_None,5,5,-59.4 +/- 7.2,5,7.2 +/- 0.1,-67.3 +/- 4.9,-178.2 +/- 22.5,19.6 +/- 4.5,239.6 +/- 36.9,1743.3 +/- 86.2,1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_None_cluster5.pdb
MyoHead_60_T116G_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386497-MyoHead_60_T116G_S121E,4,0,-104.0 +/- 4.7,19,8.6 +/- 0.0,-87.4 +/- 5.1,-254.7 +/- 42.4,21.0 +/- 1.7,134.3 +/- 39.5,1972.1 +/- 51.1,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_S121E_cluster0.pdb
MyoHead_60_T116G_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386497-MyoHead_60_T116G_S121E,1,1,-93.8 +/- 2.6,35,8.9 +/- 0.0,-78.8 +/- 8.4,-261.4 +/- 26.2,17.1 +/- 2.7,201.9 +/- 51.7,1883.5 +/- 41.0,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_S121E_cluster1.pdb
MyoHead_60_T116G_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386497-MyoHead_60_T116G_S121E,5,2,-93.5 +/- 5.1,18,4.5 +/- 0.1,-79.6 +/- 5.3,-210.1 +/- 23.6,9.5 +/- 5.0,186.2 +/- 43.3,2061.6 +/- 71.8,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_S121E_cluster2.pdb
MyoHead_60_T116G_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386497-MyoHead_60_T116G_S121E,3,3,-88.1 +/- 1.7,19,8.6 +/- 0.1,-76.1 +/- 1.2,-230.2 +/- 21.4,14.0 +/- 3.6,200.6 +/- 22.8,1958.2 +/- 126.3,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_S121E_cluster3.pdb
MyoHead_60_T116G_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386497-MyoHead_60_T116G_S121E,2,4,-82.1 +/- 8.9,30,5.0 +/- 0.2,-75.3 +/- 3.5,-214.0 +/- 34.3,13.7 +/- 2.4,223.5 +/- 25.0,1853.6 +/- 63.1,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_S121E_cluster4.pdb
MyoHead_60_T116G_S121E,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386497-MyoHead_60_T116G_S121E,10,5,-77.1 +/- 9.7,5,5.2 +/- 0.2,-87.0 +/- 8.0,-117.2 +/- 33.7,16.6 +/- 2.4,166.9 +/- 21.2,2153.4 +/- 88.9,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_S121E_cluster5.pdb
MyoHead_60_S121E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386498-MyoHead_60_S121E_None,5,0,-100.8 +/- 4.1,10,10.7 +/- 0.2,-100.6 +/- 6.6,-192.6 +/- 44.8,-6.0 +/- 4.9,442.6 +/- 126.9,2506.8 +/- 108.2,-1.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_None_cluster0.pdb
MyoHead_60_S121E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386498-MyoHead_60_S121E_None,1,1,-96.2 +/- 7.7,26,6.8 +/- 0.1,-88.0 +/- 8.3,-199.8 +/- 30.4,0.7 +/- 4.8,309.7 +/- 39.4,2301.9 +/- 108.8,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_None_cluster1.pdb
MyoHead_60_S121E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386498-MyoHead_60_S121E_None,8,2,-93.4 +/- 10.8,7,11.8 +/- 0.0,-103.7 +/- 3.1,-127.4 +/- 39.2,-2.4 +/- 0.6,381.4 +/- 89.5,2585.9 +/- 44.9,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_None_cluster2.pdb
MyoHead_60_S121E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386498-MyoHead_60_S121E_None,11,3,-88.3 +/- 10.2,5,11.6 +/- 0.0,-100.2 +/- 5.0,-246.7 +/- 19.1,14.5 +/- 4.7,468.1 +/- 68.9,2398.0 +/- 76.5,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_None_cluster3.pdb
MyoHead_60_S121E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386498-MyoHead_60_S121E_None,10,4,-87.5 +/- 3.9,5,8.0 +/- 0.1,-91.0 +/- 8.6,-106.9 +/- 25.0,-14.3 +/- 3.1,391.6 +/- 45.4,2308.6 +/- 106.9,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_None_cluster4.pdb
MyoHead_60_S121E_None,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386498-MyoHead_60_S121E_None,3,5,-83.5 +/- 7.2,15,9.0 +/- 0.0,-84.0 +/- 3.3,-259.3 +/- 46.9,1.9 +/- 3.5,505.1 +/- 59.5,2270.6 +/- 98.1,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_S121E_None_cluster5.pdb
MyoHead_60_L107T_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386499-MyoHead_60_L107T_V117Y,1,0,-114.4 +/- 1.8,69,9.5 +/- 0.1,-101.4 +/- 7.5,-202.8 +/- 21.4,11.7 +/- 3.9,158.6 +/- 27.9,2253.5 +/- 111.3,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_V117Y_cluster0.pdb
MyoHead_60_L107T_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386499-MyoHead_60_L107T_V117Y,4,1,-110.7 +/- 5.4,15,0.3 +/- 0.2,-91.4 +/- 7.2,-229.4 +/- 27.5,14.0 +/- 3.3,126.0 +/- 22.6,2082.1 +/- 31.6,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_V117Y_cluster1.pdb
MyoHead_60_L107T_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386499-MyoHead_60_L107T_V117Y,7,2,-104.8 +/- 7.4,11,7.5 +/- 0.2,-94.9 +/- 5.2,-191.5 +/- 9.4,8.0 +/- 3.8,204.4 +/- 30.6,2360.5 +/- 65.5,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_V117Y_cluster2.pdb
MyoHead_60_L107T_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386499-MyoHead_60_L107T_V117Y,8,3,-94.1 +/- 4.8,6,3.0 +/- 0.2,-84.1 +/- 2.0,-176.3 +/- 16.4,9.8 +/- 1.8,155.0 +/- 26.3,1966.0 +/- 19.4,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_V117Y_cluster3.pdb
MyoHead_60_L107T_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386499-MyoHead_60_L107T_V117Y,5,4,-92.9 +/- 7.6,14,8.9 +/- 0.1,-82.3 +/- 3.0,-165.9 +/- 21.3,3.5 +/- 5.9,191.6 +/- 22.6,2160.0 +/- 83.7,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_V117Y_cluster4.pdb
MyoHead_60_L107T_V117Y,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386499-MyoHead_60_L107T_V117Y,3,5,-89.1 +/- 5.2,22,3.4 +/- 0.1,-94.6 +/- 4.2,-127.3 +/- 26.5,13.7 +/- 1.6,173.1 +/- 23.9,2063.2 +/- 57.3,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_L107T_V117Y_cluster5.pdb
MyoHead_60_T116G_L107T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386500-MyoHead_60_T116G_L107T,1,0,-99.3 +/- 3.4,53,0.5 +/- 0.3,-92.0 +/- 4.7,-211.7 +/- 12.6,16.7 +/- 2.2,183.7 +/- 43.8,2014.4 +/- 23.9,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L107T_cluster0.pdb
MyoHead_60_T116G_L107T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386500-MyoHead_60_T116G_L107T,5,1,-90.4 +/- 8.1,8,0.8 +/- 0.2,-82.1 +/- 3.6,-173.6 +/- 36.6,13.0 +/- 2.9,134.0 +/- 56.5,1955.9 +/- 36.5,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L107T_cluster1.pdb
MyoHead_60_T116G_L107T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386500-MyoHead_60_T116G_L107T,3,2,-83.6 +/- 1.4,38,2.7 +/- 0.3,-81.5 +/- 10.4,-194.5 +/- 45.3,15.3 +/- 2.5,215.4 +/- 46.9,2009.8 +/- 71.0,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L107T_cluster2.pdb
MyoHead_60_T116G_L107T,https://rascar.science.uu.nl/haddock2.4/result/6886575225/386500-MyoHead_60_T116G_L107T,4,3,-79.9 +/- 5.1,22,5.0 +/- 0.0,-76.7 +/- 3.3,-173.8 +/- 22.2,14.3 +/- 2.3,171.7 +/- 38.3,1985.2 +/- 26.5,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_60_T116G_L107T_cluster3.pdb
